Material,Type,Lateral load resisting  system,Height,Irregularities,Ductility,Type of block,Type of concrete
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Irregular-torsion,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Mid rise (4-6 floors),Unknown,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Regular,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-soft storey,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Irregular-torsion,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,High-rise (7-12 floors),Unknown,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Regular,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-soft storey,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Irregular-torsion,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Tall (>12 floors),Unknown,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Regular,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-soft storey,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Irregular-torsion,Unknown,-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Unknown,-,Cast in place
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Unknown,-,Pre-cast
Concrete,Reinforced,Infilled flat slab/plate or infilled waffle slab,Unknown,Unknown,Unknown,-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,Unknown,-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,Unknown,-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Regular,Unknown,-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,Unknown,-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,Unknown,-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-soft storey,Unknown,-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,Unknown,-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,Unknown,-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Irregular-torsion,Unknown,-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-,Cast in place
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-,Pre-cast
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-,Unknown
Concrete,Reinforced,Hybrid,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-,Cast in place
